item_id,russian_description,english_description
a985df4d2ee2,"Платье нарядное на девочку.Состояние идеальное,как новое.Фирмы Acoola.Торг.","The dress is smart for a girl. The condition is perfect, like the new one. Acoola.Torg."
a9aeb70fd39d,"Брючки креп-шифон. Для лета идеальный вариант. Подойдут стройной не высокой девушке на рост 155-160 не больше. По талии 60-66. Сшиты индивидуально от Надежды Беловой. /
Если не дозвонитесь пишите вышлю доп.номер.","Crepe chiffon trousers. For summer, the ideal option. Suitable for a slender, not tall girl for growth of 155-160 is not more. At the waist 60-66. They are sewn individually from Nadezhda Belova. /\nIf you do not call, I will send you an additional number."
a9afb758771c,"Натяжные потолки по доступным ценам, монтаж любой сложности.Кротчайшие сроки. Матовый,глянец,фото печать. Обвод труб,обход углов,установка люстр БЕСПЛАТНО!!!Замер,консультация в любое удобное для Вас время бесплатно. Работаем по Саратову и области с 8:00-21:00 без ВЫХОДНЫХ.","Stretch ceilings at affordable prices, installation of any complexity. The shortest possible time. Matte, gloss, photo print. Bypass pipes, bypassing corners, installing chandeliers for FREE! Measure, consultation at any time convenient for you free of charge. We work on Saratov and the region from 8: 00-21: 00 without WEEKEND."
a9de8faf11fb,Ремонт ПК. Установка програмного обеспечения. Выезд мастера к вам бесплатно.,PC repair. Installing the software. Departure of the master to you for free.
a9ebd463007a,"Продаю Ваз 2107 в отличном состояние /
Не бита, не крашена, все стекла заводские, родная краска/
ПТС оригинал конец 2007 года, 2 хозяин, стоит на учёте в Ростове/
Была в одной семье/
Комплектация люкс/
Заводские сиденья sparco с подогревом /
Музыка aux, USB /
Заводская шелкография на стёклах /
Бережная эксплуатация, своевременное обслуживание /
Готов на любые проверки/
Резина и зимняя и летняя /
Торг при осмотре возможен","I sell the VAZ 2107 in excellent condition /\nNot a bit, not painted, all the factory glasses, native paint /\nPTS original end of 2007, 2 owner, is registered in Rostov /\nWas in the same family /\nSuite /\nSparco factory heated seats /\nMusic aux, USB /\nFactory silkscreen on glass /\nCareful exploitation, timely maintenance /\nReady for any checks /\nRubber and winter and summer /\nBargaining at the inspection is possible"
a9f7f17166da,"Резиновые сапоги, в нормальном состоянии. Внутри тёплый носочек.","Rubber boots, in normal condition. Inside is a warm socks."
a9f9ee3bcc4e,None,None
aa330a10b67b,"Предоставляем услуги по изготовлению пластиковых и алюминиевых конструкций, по самым низким ценам!  в кратчайшие сроки, а так же качественный монтаж , внутренняя и наружная отделка, цены обсуждаются индивидуально по каждому заказу в зависимости от объёмов, и сложности выполняемых нами работ !","We provide services for manufacturing plastic and aluminum structures, at the lowest prices! in the shortest possible time, as well as high-quality installation, interior and exterior decoration, prices are discussed individually for each order, depending on the volume and complexity of the work we do!"
aa73efc80cd6,"Корректировка и окрашивание бровей краской и зной для бровей , прокол ушек , номер не мой, писать смс сюда","Correction and coloring of eyebrows with paint and heat for eyebrows, piercing of ears, number is not mine, write sms here"
aa95881633de,"Новые мужские часы, уникальный дизайн!!!/
Производитель: Oulm/
Тип механизма: Японский кварцевый механизм/
Диаметр циферблата: 58 мм/
Ширина ремешка: 29 мм/
Материал ремешка: кожа/
Особенности: ударопрочные, зона разных часовых поясов, термометр, компас/
Длина: 25 см/
Отличный выбор для подарка, фото реальное!","New mens watches, unique design !!! /\nManufacturer: Oulm /\nType of mechanism: Japanese quartz movement /\nDiameter of the dial: 58 mm /\nStrap width: 29 mm /\nBand Material: Leather /\nFeatures: shockproof, zone of different time zones, thermometer, compass /\nLength: 25 cm /\nAn excellent choice for a gift, a real photo!"
aac2c36b47cc,"Отлично смотрится на ребенке, все блестит.","Looks great on the baby, everything glitters."
aac2d0b3f598,"Красивое черное платье ажурное из нейлона, растягивается и сидит по фигуре. Одевала 1 раз. Куйбышевский район","A beautiful black dress is delicate from nylon, stretched and sits on a figure. She dressed 1 time. Kuibyshev district"
aad59f99f0c8,Кофта фирмы KODEKS.Рост 80см.Состав хлопок.Надпись вышита бисером.,The jacket of the company KODEKS.Rost 80sm.Sostav cotton. The embroidery is embroidered with beads.
ab386fd5bd4a,Новые. По стельке 15 см.,New ones. On the insole 15 cm.
ab3bcb9f2409,продам десять баков в хорошем состоянии из под мёда. Торг. Нина Валентиновна.,selling ten tanks in good condition from under honey. Bargain. Nina Valentinovna.
ab470a84aaa6,"Продам летний камуфляжный костюм в хорошем состоянии на мальчика./
Рост 158-164",Selling summer camouflage suit in good condition for the boy.\nHeight 158-164
ab72dc807f73,"Варочная панель - электрическая/
Духовка - электрическая/
Номинальная мощность - кВт 5.5/
Управление - механическое/
Размеры (ШхГхВ) - 50x57x85/
Объем духовки - 42 л/
Вертел с электроприводом/
ТЭН-гриль/
Очистка - традиционная/
Рабочая поверхность - эмаль/
Цвет - белый/
Гарантия:	2 года.",Hob - electric /\nOven - electric /\nRated power - kW 5.5 /\nControl - mechanical /\nDimensions (WxDxH) - 50x57x85 /\nThe volume of the oven is 42 l /\nElectric skewer /\nTEN-GRILL /\nCleaning - traditional /\nWorking surface - enamel /\nWhite color/\nWarranty: 2 years.
aba078510d10,Продам экскаватор гидрач ТО 3323А В ХОРОШЕМ РАБОЧЕМ СОСТОЯНИИ.,Selling hydraulic excavator TO 3323A IN A GOOD WORKING CONDITION.
aba62e305b38,"Куплю комнату за наличные в строителе,первом,октябрьс,уст ин,инд,р-ны.","I will buy a room for cash in a builder, first, October, mouth, ind, rn."
abaa0894ee96,"Продам кофту 50-52. Носила очень мало, состояние идеалное","Selling a jacket 50-52. Wore very little, ideal condition"
abaac2a66736,"Продам 1-комнатную квартиру в п. Юг в кирпичном доме. Просторная светлая комната, централизованное отопление, газ, с/у совмещен.Площадь комнаты 17 кв.м., кухни 8 кв.м. Спокойные и порядочные соседи. В поселке средняя школа, детский сад, поликлиника, магазины, аптека, сбербанк, дом культуры, есть пруд - все это в центре поселка. Рассмотрим любую форму оплаты (ипотеку, мат.капитал, сертификаты). Реальному Покупателю разумный торг!","I will sell 1-room apartment in the item South in the brick house. Spacious light room, central heating, gas, with / u combined. Room area 17 sq. M, kitchen 8 sq. M. Calm and decent neighbors. In the village there is a secondary school, a kindergarten, a polyclinic, shops, a pharmacy, a savings bank, a house of culture, a pond - all in the center of the village. Consider any form of payment (mortgage, mat.capital, certificates). To the real buyer reasonable bargaining!"
abd70004c1ee,"Шапка в идеальном состоянии./
Екатерина.",Cap in perfect condition.\nCatherine.
abdbca062457,Крем защитный комбинироованного действия (с природным антиоксидантом масло виноградной косточки),Cream protective combined action (with natural antioxidant grape seed oil)
abe5137b7960,"Отопление , водоснабжение под ключ , все виды работ связанные с сантехникой. Тёплые полы. Установка стир машин, смесителей , кранников, вод счетчиков , эл насосов . Качественно , быстро и недорого. Звоните в любое время помогу советом и делом","Heating, water supply on a turn-key basis, all kinds of works connected with plumbing. Warm floor. Installation of washing machines, mixers, cranes, water meters, electric pumps. Qualitatively, quickly and inexpensively. Call me at any time help advice and action"
abf2f8260d0a,"Телевизор, Диагональ 36 см.","TV, Diagonal 36 cm."
ac18597800cf,"Продаётся в центре станице Азовской земельный участок 18,5 соток с видом на горы. Коммуникации свет, газ, вода - все по меже. Участок правильной формы, удобный круглогодичный подъезд, а самое главное хорошие соседи. Всё в шаговой доступности. В пяти минутах ходьбы магазины - и вся семья с готовым вкусным ужином; рядом Всё в шаговой доступности. В десяти минутах ходьбы магазины - и вся семья с готовым вкусным ужином; рукой подать административные учреждения - и Вы на любимой работе, школа, детский сад. I D объекта 18169 Если вы хотите приобрести недвижимость под ипотеку, мы вам поможем. Мы являемся официальным партнером Сбербанка России, рассмотрение заявки 2-3 дня.","For sale in the center of the village of Azov, a plot of land 18.5 hundred with a view of the mountains. Communications light, gas, water - all on the border. Plot of regular shape, convenient year-round entrance, and most importantly good neighbors. All in walking distance. In five minutes walking shops - and the whole family with a ready delicious dinner; next All in walking distance. In ten minutes walking shops - and the whole family with a ready delicious dinner; hand to submit administrative agencies - and you are at your favorite work, school, kindergarten. I D of object 18169 If you want to buy a property for a mortgage, we will help you. We are an official partner of Sberbank of Russia, consideration of the application 2-3 days."
ac1a65e10621,"Продам полуботинки,состояние отличное,одевала один раз.","I sell shoes, the condition is excellent, I dressed once."
ac2b4bb7850a,Продам классные классические брюки черного цвета DONATTO на рост 176 -177 см. Одевлись один раз на торжество. Сейчас не влажу в них.,Selling classy classic trousers of black color DONATTO for height 176 -177 cm. They dressed once for the celebration. Now I do not wield them.
ac2e539e70c9,"Брюки классические женские Incity р. 56/
170-116-124",Classic women's trousers Incity \u0440. 56 /\n170-116-124
ac5b0973b6e8,None,None
ac5c0ff7566c,"Продаю торговую витрину и прилавок-горка. Металлический каркас, стекло. Состояние отличное/
Смотреть в ленинском районе ЦНТ Комсомолка /
Витрина 200х1000х40 -5500 руб/
Прилавок 1000х1300 -3300/
Самовывоз. Срочно.","I sell a shop window and a counter-slide. Metal frame, glass. Condition excellent /\nWatch in the Lenin area of \u200b\u200bthe Center for Young Learners Komsomol /\nShowcase 200\u04451000\u044540 -5500 rub /\nCountertop 1000x1300 -3300 /\nPickup. Urgently."
ac6ea05be60e,"Продам платье-цвет синий, ткань похожа на плотный атлас, юбка красиво держит форму. размер 42-44.","Selling dress-color is blue, the fabric is similar to dense satin, the skirt is beautifully in shape. the size is 42-44."
ac7c847aeb77,"Новая покупалась в Детском мире размер 80, большемирит","The new was bought in the Children's World in size 80,"
ac8101a4118e,"Оформление ЭЦП за 1 день./
Доставка ЭЦП и установка - Бесплатно./
/
Продажа ЭЦП для:/
• Государственных торгов;/
• Портала поставщиков ЕАИСТ;/
• Коммерческих торгов;/
• Электронный документооборот;/
• Нефте-газовые площадки Газпром, ТрансНефть, Лукойл./
/
Помогаю в Аккредитации на любых электронных торговых площадках ЭТП /
Возможно ускорение Аккредитации за 1 день, за 3 часа./
/
Стоимость ЭЦП от 3400","EDS registration for 1 day. /\nDelivery of EDS and installation - Free.\n/\nSale of digital signature for: /\n\u2022 Government bidding; /\n\u2022 The portal of the EAIST suppliers; /\n\u2022 Commercial bidding; /\n\u2022 Electronic document management;/\n\u2022 Oil and gas fields Gazprom, TransNeft, Lukoil. /\n/\nI help in Accreditation on any electronic trading platforms ETP /\nAcceleration acceleration is possible for 1 day, for 3 hours. /\n/\nCost of digital signature from 3400"
ac839ce0813a,"Подойдет и беременной девушке ,44размер тоже","Suitable and pregnant girl, 44size too"
acbb60937e1f,Продам детскую кровать с матрасом.Есть небольшие коцки.,Selling baby bed with matrasom.Est small kotsk.
acbc3615327c,Куртка весна-осень в хорошем состоянии.,The jacket is spring-autumn in good condition.
acc076e7af9c,"Дубленка легкая, воротник большой,можно застегнуть полностью. /
В отличном состоянии.","Sheepskin coat is light, the collar is large, it is possible to fasten completely. /\nIn great condition."
acd3365b6d66,продам саб  стоит без дела,selling a sub is idle
ace42b9b4614,"Украшение праздников,арки на свадьбу,фотозоны,тематические дни рождения,прокат акссесуаров.","Decoration of holidays, arches for the wedding, photo zones, thematic birthdays, rental accessories."
ace6d8d11f1b,"Продам новое платье тунику турецкого бренда ""Baby Pink"" на девочку 4 года. Состав: 95% хлопок, 5% лайкра.","Very comfortable stroller: light, passable and manoeuvrable. The color is suitable for both girls and boys.\nThe winter block has a plastic frame. In the cradle, the back rises to plant the baby. The hood is dense, not blown. Just from the child's wind protects the rising \""tongue\"" of the cape. /\nThe summer block has an independent hood, an adjustable footrest and a cloak on the legs. Five-point seat belts. It is installed both in the position facing the mother, and from the mother. /\nThe stroller is equipped with a mosquito net, a raincoat and a bag for the mother.\nThe chassis is chrome-plated, the large rubber wheels provide good roadability. /\nThe condition of the stroller is very good: chrome without damage, All soft elements are clean, the mechanisms work. /\nA reasonable bargaining is possible."
ad003f4e89c6,"Продаю новое платье, которое подойдет для любого события: выпускной, свадьба, юбилей, день рождение или корпоратив./
/
Есть два цвета: черный + бордовый (марсала) - 42 размер и черный + синий - 44 размер!/
/
Есть безналичный расчет, примерочные, доставка.","I sell a new dress that is suitable for any event: graduation, wedding, anniversary, birthday or corporate. /\n/\nThere are two colors: black + burgundy (marsala) - 42 size and black + blue - 44 size! /\n/\nThere is a non-cash payment, fitting, delivery."
ad0b65b579a6,Продам в очень хорошем состоянии куртку на мальчика фирма Гуливер,Selling in very good condition a jacket for the boy firm Guliver
ad0bafccf2c8,"Состояние хорошие приезжайте смотрите размер указан на фото,продажа так как стали малые","Good condition come see the size indicated on the photo, sale since it is small"
ad12e87a5e4a,"Пальто женское в Отличном состоянии! удобное, приятный цвет./
Посмотреть в амуре.","Coat female in excellent condition! comfortable, pleasant color.\nLook in the cupid."
ad400b7d2f28,Козочка ламанча рождена в двойне 10.02.2017г.Мама вторым окотом сейчас дает 3л.Вся линия дают 5-6л.,"Goat Lamancha was born in twins on February 10, 2017. Mama's second lap now gives 3l.Vsya line give 5-6l."
ad455b029864,"Продми планшет Irbis TZ55. На гарантии, куплен был в подарок, не пригодился. Коробка, чеки, документы, все в комплекте","Prodmy tablet Irbis TZ55. On the guarantee, it was bought as a gift, not useful. Box, checks, documents, all in the kit"
ad477500449e,"купила в интернете,не подошли.покупала за 700,не носила не разу.","bought on the Internet, not podoshli.pokupala for 700, did not wear once."
ad4a92dedad1,Штукатурка шпаклевка  стекло холст обои,Stucco putty glass canvas wallpaper
ad56c3053965,"Продам осенние ботиночки, размер 29. Верх - искусственная кожа, внутри - тепленькая подкладка. Носа не ободраны, но у одной из стелек содрался материал.","Selling autumn boots, size 29. Top - artificial leather, inside - a warm lining. The nose is not ripped off, but one of the insoles has torn off the material."
ad6a4147098a,"✈Вылет из Москвы - 15 мая - 6 ночей - завтраки✈/
/
BAHIA CITY HOTEL (EX. SUD BAHIA HOTEL) 3* - 45 900 руб/
APPART HOTEL FOUNTY BEACH 3* - 52 000 руб/
TILDI 4* - 57 000 руб/
BEACH ALBATROS AGADIR 4* - 67 000 руб/
ATLAS MEDINA & SPA 5* - 84 100 руб/
SOFITEL MARRAKECH PALAIS IMPERIAL 5* - 167 700 руб/
*цены указаны за двоих /
/
ТА Туземец - это гарантированно качественный отдых и стабильный партнер!/
Мы предлагаем пляжный и экзотический отдых, автобусные и экскурсионные туры, речные и морские круизы, авиа и ж/д билеты, визовая поддержка./
Есть кредиты и рассрочки! ТА Туземец завязывает долгосрочные отношения с клиентами, делая их постоянными, а не стремится получить единоразовый контракт, привлекая скидкой./
Туры ВСЕХ туристов своевременно и полностью оплачиваются, проводятся в белую и платятся налоги. У нас, одних из немногих на рынке, вообще нет долгов! Поэтому нас любят, и что немаловажно - советуют!","\u2708Release from Moscow - May 15 - 6 nights - breakfasts\u2708 /\n/\nBAHIA CITY HOTEL (EX. SUD BAHIA HOTEL) 3 * - 45 900 rub /\nAPPART HOTEL FOUNTY BEACH 3 * - 52 000 rub /\nTILDI 4 * - 57 000 rub /\nBEACH ALBATROS AGADIR 4 * - 67 000 rub /\nATLAS MEDINA & SPA 5 * - 84 \u20ac /\nSOFITEL MARRAKECH PALAIS IMPERIAL 5 * - 167 700 rub /\n* prices are for two persons /\n/\nTA Tuzemets is guaranteed quality rest and a stable partner! /\nWe offer beach and exotic rest, bus and sightseeing tours, river and sea cruises, air and railway tickets, visa support. /\nThere are loans and installments! The Tuzemets ties up long-term relationships with customers, making them permanent, rather than seeking a one-time contract, attracting a discount. /\nTours of ALL tourists are timely and fully paid, held in white and taxes are paid. We, one of the few on the market, do not have debts at all! Therefore, we are loved, and importantly - advised!"
ad7d6e537d8d,Пончо с вырезом для горловины. Авторская ручная работа. На заказ любое цветовое решение и размер. Цена договорная.,Poncho with neckline for neck. Author's manual work. On request any color solution and size. The price is negotiable.
ad93097f2b01,Продам сумку переноску в идеальном состоянии.Энергетик.,Selling a carrying bag in perfect condition.
adacc641b34f,"Плед - пушистик, размер евро. 220/240. Цвет белый","Plaid - fuzzy, the size of the euro. 220/240. White color"
adaeabe4337c,"Уборка территории вывоз мусора ,строительного  ,грунт,шлак, ветки....","Cleaning of the territory of garbage, construction, soil, slag, branches ...."
adb6c564b49d,"Если Вы хотите жить с отличными соседями в доме высокого уровня с подземным паркингом, то это предложение вас заинтересует./
 /
В квартире улучшенная чистовая отделка – вы можете сразу заехать в квартиру и расставить мебель после здачи дома./
 /
- Благоустройство территории, детские площадки./
 /
- Высота потолков более 2,68 м./
 /
- Панорамное остекление лоджий и комнаты./
 /
- 2 грузопассажирских лифта./
 /
- Дизайнерская отделка холла./
/
До конца месяца Вы можете приобрести квартиру при полной оплате по цене 3 040 000 руб.","If you want to live with excellent neighbors in a high-level house with underground parking, then this offer will interest you.\n\u00a0/\nThe apartment has improved finishing - you can immediately go into the apartment and arrange furniture after the house. /\n\u00a0/\n- Landscaping, playgrounds. /\n\u00a0/\n- Ceiling height more than 2.68 m. /\n\u00a0/\n- Panoramic glazing of the loggias and rooms. /\n\u00a0/\n- 2 cargo-passenger lifts.\n\u00a0/\n- Designer decoration of the hall. /\n/\nUntil the end of the month you can buy an apartment with full payment at a price of 3 040 000 rubles."
adbccbf4fceb,"продаю kia rio 2, 2010 г.в., в нормальном, рабочем состоянии, езжу каждый день, двигатель, коробка без нареканий, подвеска делалась зимой, не гремит, не стучит, косяки только по кузову, на езду не влияют, все горит, моргает, бибикает, покупалась новой, 1 хозяин, птс оригинал, остальное при встрече, торг, минимальный, цена и так низкая.","I sell kia rio 2, 2010 year of the year, in normal, working condition, I drive every day, engine, box without complaints, the suspension was made in the winter, does not rattle, does not knock, jambs only on the body, do not affect the ride, everything burns, blinks, bibits, bought a new one, master, original masterpiece, the rest at the meeting, bargaining, minimal, the price is so low."
ade7a5e9b974,"Срочно продается добротный кирпичный дом. В доме водяное отопление, холодная и горячая вода (стоит насосная станция и водонагреватель). Пластиковые окна. Мебель, стиральная машина, холодильник, всё остаётся. Большая веранда, дворовые постройки и баня находятся под одной крышей с домом.","Urgently for sale a solid brick house. The house has water heating, cold and hot water (there is a pumping station and a water heater). Plastic windows. Furniture, washing machine, refrigerator, everything remains. A large veranda, courtyard buildings and a bathhouse are under one roof with a house."
adf303e905d4,Новые с этикеткой. Брала в h@m,New with a label. I took in h @ m
adf3eeaaabd4,"предлагаем Вашему вниманию расширенный спектр услуг :/
                           ГРУЗЧИКИ - РАЗНОРАБОЧИЕ/
Всегда трезвые, спортивные парни. Без труда справятся с любой работой./
 * подъем/спуск строительных материалов, строительного мусора, мебели и прочих конструкций /
 * квартирные/офисные, а также гаражные переезды/
СКИДКИ постоянным клиентам!!!/
Звоните! Мы всегда Вам рады! Все сделаем в лучшем виде!","We offer to your attention an expanded range of services: /\n\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0LOADERS - MISCELLANEOUS /\nAlways sober, athletic guys. Can easily cope with any work. /\n\u00a0* lifting / lowering of building materials, construction debris, furniture and other structures /\n\u00a0* apartment / office, as well as garage transfers /\nDISCOUNTS for regular customers !!! /\nCall us! We are always glad to see you! We'll do everything in the best possible way!"
adf96ea39fdf,"Продаю 30 игр для прошитой Xbox 360./
Торгуюсь)))",I sell 30 games for the stitched Xbox 360./\nTrade)))
ae01c0726d58,Срочно продам на ходу двигатель требует чуть чуть ремонта скидка после осмотра,Urgently selling on the move the engine requires a little bit of repair discount after inspection
ae2566774679,"Продаём зимние сапоги для мальчика ,российская фирма ""Сказка"" ,размер 22.В идеальном состоянии ,очень удобные и легкие","First surrender! /\n- /\n1-room apartment in the city center at the intersection of Malyuginoy street and Kirovsky avenue, 79 /\nNew residential complex \""Alexandria\"" (concierge) /\n21/23 kir, the total area is 50 meters /\nDesign project /\nCloset + wardrobe + wardrobe /\nLarge loggia with panoramic glazing (magnificent view of the city) /\nSplit system /\nCombined bathroom (shower) /\nWashing machine /\nPlasma TV /\nInternet Wi-Fi /\nBuilt-in kitchen (microwave oven) /\n- /\nAn adequate and loyal owner /\n- /\nPayment of commission after settling in an apartment"
ae2e897f2789,"Годовая, не активированная","Annual, not activated"
ae3bd775548c,"Продам весеннюю курточку для самой красивой принцессы. Надели 1 раз и выросли(((( шили на заказ, размер 74-80, к курточке отдам шапку бесплатно, тоже ручная работа.","Selling a spring jacket for the most beautiful princess. We put on 1 time and grew ((((sewed to order, size 74-80, to the jacket I'll give the cap for free, also handmade."
ae4b1d474323,"Хороший костюмчик для теплой весенней прогулочки! Подходит от 3 до 6 (7) месяцев,состояние как нового!","A good suit for a warm spring walk! Suitable from 3 to 6 (7) months, condition as new!"
ae5f3c984ba5,"Много функций/
Алфавит, песня про мамочку, сказка, цвета, пианино, цифры /
Несколько уровней звука","Many functions /\nAlphabet, song about mommy, fairy tale, colors, piano, figures /\nMultiple levels of sound"
ae71b56f779c,None,None
ae831868bb29,"В очень хорошем состоянии. В комплект входит:/
- переноска;/
- маскитная сетка;/
- дождевик;/
- сумка./
Возможен торг.",In a very good condition. The kit includes: /\n- carrying; /\n- masked grid; /\n- raincoat; /\n- a bag./\nPossible bargaining.
ae8e1298c46c,"Туфли  37 размер, б/у, состояние нормальное 3 пары","Shoes 37 size, used, condition normal 3 pairs"
ae9a011a7686,"Состояние идеальное , подойдет на весну и осень, подклад хлопковый , капюшен отстегивается, шапочку отдам в подарок.","The condition is perfect, it will be suitable for spring and autumn, cotton lining, the hood is unfastened, I will give a hat as a present."
ae9f965a7992,"Сниму квартиру в новом доме с автономным отоплением по улице Беломорская , Стрелковая 1 , озёрная, горького 96,98 (комплекс новых домов)","I will rent an apartment in a new house with autonomous heating along the street Belomorskaya, Strelkovaya 1, lake, bitter 96.98 (a complex of new houses)"
aecf34baaf98,"цвет молоко, состояние нового, смотрится шикарно","color milk, the state of the new, looks chic"
aed4b17d5103,"Ботиночки в отличном состоянии,цвет темный шоколад, внутри флис.","Boots in excellent condition, the color is dark chocolate, inside the fleece."
af12a2436f72,None,None
af1be0ab430c,"Продам настоящие итальянские туфли фирмы ballin! Размер 37;37,5! Буди куплены в бутике Монте-россо в сити парке ""град"" за 9 000 рублей! Состояние превосходное! Обувала 2 раза! Цвет вишнёво-фиолетовый! Продаю из-за ненадобности! Цена без торга!","I'm selling real Italian ballin shoes! Size 37; 37.5! Budi bought in a boutique of Monte Rosso in the city park \grad\"" for 9 000 rubles! Excellent condition! She was wearing 2 times! The color is cherry-violet! I sell because of uselessness! The price without bargaining!"""
af28c156f57d,"Собственник, продаю дом в с. Жуковское (30 км. от районного центра Песчанокопское, Ростовской обл.). Дом 2 комнаты + коридор, общая площадь 30 м.кв. Дом из самана обложенный кирпичем. Газ, свет в доме. Вода во дворе (колонка). Счетчики везде стоят. Во дворе постройки (гараж, сараи). Площадь земельного участка 50 соток (это много - есть где развернуться). Документы о собственности готовы. Подходит под материнский капитал. В поселке школа, мед.пункт, магазины, сбер, маршрутки (автобус) в др. нас пункты./
В этом году в этом селе компанией ""Агрокомплекс"" начнется строительство большого молочного комплекса ""Жуковский"" (фермы, молокозавод, розничная сеть магазинов), т.ч. рабочие места там будут.","The owner, I sell the house in with. Zhukovsky (30 km from the district center of Peschanokopskoe, Rostov region). House 2 rooms + corridor, total area of \u200b\u200b30 square meters. The house of adobe is bricked. Gas, light in the house. Water in the yard (column). Counters are everywhere. In the courtyard of the building (garage, sheds). The area of \u200b\u200bthe land plot is 50 hectare (this is a lot - there is where to turn around). Documents on the property are ready. Suitable for maternity capital. In the village school, medical center, shops, sber, bus (bus) to other us points. /\nThis year, in the village of Agrocomplex, the construction of a large dairy complex Zhukovsky (farms, dairies, retail stores), will begin. jobs will be there."
af2c95c1d9e4,"компьютерная акустика стерео/
суммарная мощность 70 Вт/
двухполосные колонки/
материал корпуса колонок: MDF/
диапазон частот 40 - 20000 Гц/
пульт ДУ",computer speakers stereo /\ntotal power 70 W /\ntwo-way speakers /\nmaterial of the case of the speakers: MDF /\nfrequency range 40 - 20000 Hz /\nremote control
af54d98f6fbd,"Продам 3х комн квартиру в микрорайоне Николаевка. В районе хорошо развита инфраструктура: в шаговой доступности находятся детские сады, школы, супермаркеты, парк отдыха и развлечений «Троя», лыжная база, торговый квартал «На Свободном», кинотеатр, поликлиники. Удобная транспортная сеть: по улице Академика Киренского, рядом с жилым домом, находится остановка общественного транспорта «Кинотеатр Ударник»./
 /
Квартиры в доме сдаются «под ключ». Отделка квартир включает современные стеклопакеты, остекление балконов, напольное покрытие (линолеум), обои, сантехника, межкомнатные двери. Предусмотрено благоустройство и озеленение придомовой территории комплекса.","For sale 2 bedroom apartment on the 8th floor of a 17-story brick-panel house with its roof gas boiler house. The total area of \u200b\u200b57.15, rooms 13.90 and 13.90, kitchen 10.20 sq.m. The apartments have a fine finish. /\n/\nThe residential complex includes two seventeen-storey residential buildings that form an inner courtyard in which are located: a children's preschool, a sports ground, playgrounds for children, adults, a guest parking. Panoramic views of the nearby park \""Friendship\ a favorite holiday destination for residents of the city of Vladimir. /\n/\nDeveloped infrastructure: In walking distance - shops, shopping centers, stops. /\n/\nScheduled delivery: 3rd quarter of 2018. /\n/\nThere is a choice of floors and layouts. /\n/\nCALL !!! And we will answer all your questions"
af6e11666fe4,Продам дистиллятор в рабочем состоянии промышленный. Торг,I sell the distiller in working order industrial. Bargain
af796c523158,"Рама балконная , застекленная./
Размер по раме 2,75м на 1,70","The balcony, glazed.\nThe size of the frame is 2.75 m by 1.70"
af7ddd81eda8,"холодная весна-осень, внутри иск.мех, водоотталкивающее покрытие.","cold spring-autumn, inside a suitcase, water repellent coating."
afafc2bd85dd,"УАЗ,ВАЗ,Газель,МАЗ,КАМАЗ,Урал и др.","UAZ, VAZ, Gazel, MAZ, KAMAZ, Ural and others."
afc60ee8a017,В комплекте трусики под памперс.,Included panties under the diaper.
afc85faca79d,Продам iPhone в хорошем состоянии!все доки в порядке нету наушников! Торг уместен!обмен только с вашей доплатой!,Selling an iPhone in good condition! All docks in order do not have headphones! Bargaining is only for exchange with your surcharge!
afd725cd4c43,"Куртка стеганная на тонком синтепоне. Длина рукова 45см, длина по спинке 49см. Новая.","The jacket is quilted on a thin sintepon. The length of the arm is 45cm, the length of the back is 49cm. New."
afda5ffe2f89,"Состояние хорошие,без торг проживаю район ХБК","The condition is good, without bargaining I live in the KhBC district"
afec5859f1b0,"Сапожки на чистый детский 37 размер. В идеальном состоянии, были куплены в конце сезона за 4000р, на следующий сезон стали малы. Замша+лакированная кожа. Благородный серый цвет (на фото бледнее), на замше темно-серые стразы (все на месте), с тонким утеплителем.","Boots for clean children 37 size. In perfect condition, were bought at the end of the season for 4000r, the next season became small. Suede + patent leather. Noble gray color (in the photo is paler), on suede dark gray rhinestones (all in place), with a thin heater."
b01757880f15,"Продаю земельный участок под дачное строительство в обществе ""Ахтубинская жемчужина"" в собственность в уникальном месте природного парка в среднеахтубинской пойме под названием ""Курочкина грива"" Акция цена договорная","I sell a plot of land for summer construction in the society \Akhtubinsk pearl\"" in the property in a unique place of the natural park in the middle-Achubin floodplain called \""Kurochkina mane\"". The offer is negotiated price"""
b0213a8b12af,Состояние хорошее,Condition good
b03189070b1f,Голубая глина новач упаковка +латок с сеточкой забирать на улице У. Громовой,Blue clay novach packaging + laths with a mesh pick up on the street U. Gromovoy
b04bb9b5bf6d,Продам книги и журналы,Selling books and magazines
b051c02cf106,"Серебро 925 пробы , с  кубическим цирконием  и фианитовыми вставками , из магазинам Пандора , упаковка, пакет","Silver 925, with cubic zirconium and cubic zirconia, from Pandora's shops, packing, package"
b0569c294f6c,Челябинский часовой завод. Б/у. Состояние не рабочее. На запчасти или ремонтировать.,Chelyabinsk Watch Factory. Boo. The condition is not working. For parts or repair.
b060ee69b310,None,None
b0729ddb63ff,Продам игру kinect Rush,Selling the game kinect Rush
